index,movieId,userId,rating,user_id,movie_id,combined_features
10,1690,cm2941ws30000f34owtbyuyxq,0,0,10,Horror backpackers-head backpackers hedonistic-expectations city-promises slovakian-city Three Slovakian Jay-Hernandez Derek-Richardson Eythor-Gudjonsson Barbara-Nedeljakova Jana-Kaderabkova Jennifer-Lim Jan-Vlasák Jana-Havlickova Keiko-Seiko Paula-Wild Rick-Hoffman Ľubomír-Bukový Miroslav-Táborský Petr-Janis Takashi-Miike Patrik-Zigo Milda-Jedi-Havlas Martin-Kubačák Vladimír-Silhavecký Barbora-Obozněnková Daniel-Frisch Radomil-Uhlíř Jan-Španbauer Mirek-Navratil Vanessa-Jungova Katerina-Vomelova Lubos-Vinicky Petr-Sedláček Drahoslav-Herzan Daniela-Bakerová Martina-Kralickova Ota-Filip Jakub-Habarta Philip-Waley Mark-Taylor Nick-Roe Roman-Janečka Natali-Tothova Sandy-Style David-Baxa Gabriel-Roth Miroslav-Hanuš Christopher-Allen-Nelson Josef-Bradna Zina-Blahusova Katerina-Cervenkova Veronika-Petrová Kristina-Kosunova Karel-Hrosek Mugi-Lhagvadorj Ashley-Robbins Hana-Dibelkova Anita-Queen Klara-Smetanova Petra-Slavíková Katrina-Henesova Hana-Vitvarová Mark-Bakunas Anne-Bergstedt-Jordanova Stephanie-Bauman Michaela-Kaplanova Martin-Faltýn Eli-Roth Eli-Roth
11,71668,cm2941ws30000f34owtbyuyxq,0,0,11,Horror Thriller Comedy thirsty-piranhas events-lake water-park prehistoric-school pools-plumbing Lake-Victoria Danielle-Panabaker Matt-Bush Katrina-Bowden Jean-Luc-Bilodeau David-Koechner Chris-Zylka Adrian-Martinez Paul-James-Jordan Meagan-Tandy David-Hasselhoff Christopher-Lloyd Paul-Scheer Gary-Busey Clu-Gulager Sierra-Fisk Matt-Lintz Sylvia-Jefferies Jenna-Hurt Rozlyn-Papa Alisa-Harris Stacy-Rabon Nate-Panning Kathy-Sue-Holtorf Irina-Voronina Ving-Rhames Sarah-Wilson Katie-Garner Lilith-Fury Tabitha-Taylor John-Gulager
12,1022796,cm2941ws30000f34owtbyuyxq,1,0,12,Animation Family Fantasy Adventure star-asha asha-star stars-wondrous magic-stars rosas-king Star Asha-and-Star Rosas one Ariana-DeBose Chris-Pine Alan-Tudyk Angelique-Cabral Victor-Garber Natasha-Rothwell Jennifer-Kumiyama Harvey-Guillén Niko-Vargas Evan-Peters Ramy-Youssef Jon-Rudnitsky Della-Saba Keone-Young Lucas-Sigler Holland-Watkins Woody-Buck Efé Nicole-Lynn-Evans Heather-Matarazzo Nasim-Pedrad Abraham-Sigler Yvette-Nicole-Brown James-Monroe-Iglehart Fawn-Veerasunthorn Chris-Buck
13,1930,cm296c5dc0000yd5vu51v9hdz,1,1,13,Action Adventure Science-Fiction peter-parker peter-discovers lizard-peter spider-man peter Peter-Parker Ben Peter today Peter Oscorp Curt-Connors Spider-Man Lizard Peter adventurous epic Andrew-Garfield Emma-Stone Rhys-Ifans Denis-Leary Martin-Sheen Sally-Field Irrfan-Khan Campbell-Scott Embeth-Davidtz Chris-Zylka Max-Charles C.-Thomas-Howell Jake-Keiffer Kari-Coleman Michael-Barra Leif-Gantvoort Andy-Pessoa Hannah-Marks Kelsey-Asbille Kevin-McCorkle Andy-Gladbach Ring-Hendricks-Tellefsen Barbara-Eve-Harris Stan-Lee Danielle-Burgio Tom-Waite Keith-Campbell Steve-DeCastro Jill-Flint Mark-Daugherty Milton-González Skyler-Gisondo Charlie-DePew Jacob-Rodier Vincent-Laresca Damien-Lemon Ty-Upshaw James-Chen Alexander-Bedria Tia-Texada Jay-Caputo John-Burke Terry-Bozeman Jennifer-Lyons Michael-Massee Amber-Stevens-West Max-Bogner Ethan-Cohn Miles-Elliot Miranda-LaDawn-Hill Amanda-MacDonald Maury-Morgan Michael-Papajohn Marc-Webb
14,10588,cm296c5dc0000yd5vu51v9hdz,0,1,14,Comedy Adventure Family Fantasy cat-hat conrad-sally maniacal-cat mischievous-cat mayhem-siblings a-rainy-day Conrad Sally Cat Cat lighthearted Mike-Myers Dakota-Fanning Spencer-Breslin Kelly-Preston Alec-Baldwin Amy-Hill Sean-Hayes Danielle-C.-Ryan Taylor-Rice Brittany-Oaks Talia-Lynn-Prairie Dan-Castellaneta Victor-Brandt Daran-Norris Frank-Welker Clint-Howard Paige-Hurd Steven-Anthony-Lawrence Paris-Hilton Candace-Brown Stephen-Hibbert Roger-W.-Morrissey Norman-Fessler Bugsy Danny-Nero Bo-Welch
15,436969,cm296c5dc0000yd5vu51v9hdz,0,1,15,Action Comedy Adventure supervillains-harley supervillains secret-super quinn-bloodsport cons-belle Harley-Quinn Bloodsport Peacemaker Belle-Reve Task-Force-X Corto-Maltese mysterious Margot-Robbie Idris-Elba John-Cena Joel-Kinnaman Sylvester-Stallone Viola-Davis David-Dastmalchian Daniela-Melchior Michael-Rooker Jai-Courtney Peter-Capaldi Alice-Braga Pete-Davidson Joaquín-Cosío Juan-Diego-Botto Storm-Reid Nathan-Fillion Taika-Waititi Steve-Agee Sean-Gunn John-Ostrander Flula-Borg Mayling-Ng Stephen-Blackehart Tinashe-Kajese Jennifer-Holland Fernando-Martinez Dee-Bradley-Baker Natalia-Safran Jared-Leland-Gore Rey-Hernandez Ray-Benitez Reinaldo-Faberlle Jonathan-Fritschi Josh-Ventura Gerardo-Davila Mikaela-Hoover Lynne-Ashe Julio-Cesar-Ruiz J.R.-Adduci Curtis-Lyons-Jr. Maya-Le-Clark Elideusa-Gomes-Almeida Shanna-Kernan Bridget-Taylor Monica-Rivera Andrea-Andrade Giovanni-Rodriguez Giovannie-Cruz Sergio-Carlo Edgar-Zanabria Grecia-Balboa Kenneth-Trujillo Randy-Havens Michelle-Civile Gabrielle-Manning Michael-Aaron-Milligan Diany-Rodriguez Teresita-Mans Terence-Rosemore Lloyd-Kaufman Pom-Klementieff Victoria-Paige-Watkins James-Gunn
16,25,cm296c5dc0000yd5vu51v9hdz,1,1,16,Drama War jarhead-film jarhead gulf-war film-marine swofford-struggles Jarhead US Anthony-Swofford the-Gulf-War Swofford the-Persian-Gulf Swofford dramatic action-packed Jake-Gyllenhaal Jamie-Foxx Peter-Sarsgaard Scott-MacDonald Chris-Cooper Laz-Alonso Lucas-Black Brian-Geraghty Damion-Poitier Jocko-Sims Dennis-Haysbert John-Krasinski Kevin-Foster Riad-Galayini Craig-Coyne Katherine-Randolph Rini-Bell Dendrie-Taylor James-Morrison Ming-Lo Brianne-Davis Evan-Jones Todd-Jensen Nick-Dash Jacob-Vargas Iván-Fenyő Martin-Papazian Becky-Boxer Mark-Davis Kareem-J.-Grimes Sam-Mendes
17,297761,cm296c5dc0000yd5vu51v9hdz,1,1,17,Action Adventure Fantasy suicide-squad black-ops incarcerated-supervillains supervillains dc-comics DC-Comics the-Suicide-Squad United-States Will-Smith Jared-Leto Margot-Robbie Joel-Kinnaman Viola-Davis Jai-Courtney Jay-Hernandez Adewale-Akinnuoye-Agbaje Cara-Delevingne Ike-Barinholtz Scott-Eastwood Adam-Beach Karen-Fukuhara Common David-Harbour Jim-Parrack Alex-Meraz Corina-Calderon Ben-Affleck Ezra-Miller Robin-Atkin-Downes Shailyn-Pierre-Dixon Matt-Baram Alain-Chanoine Ted-Whittall Michael-Murray Jaime-FitzSimons Christopher-Dyson Bambadjan-Bamba Robert-B.-Kennedy Billy-Otis James-McGowan Derek-Perks Aidan-Devine Andrew-Bee Clive-McLean Frank-J.-Zupancic Kent-Sheridan Roger-Shank Dwight-Ireland Amanda-Brugel Peter-Tufford-Kennedy Rosemary-De-Los-Santos Kevin-Hanchard Joel-Lacoursiere Jameson-Kraemer Ho-Chow Birgitte-Solem Kevin-Vance Tyler-Grey Nathan-Brown Kenneth-Choi Nicolas-Van-Burek Agueda-Cardenas Daniela-Uruena Nicolas-Uruena Ariane-Bellamar Murray-Urquhart Tim-Ajro Devlin-Anderson Briana-Andrade-Gomes Raffi-Atamian John-Byers Heather-Byrne Corey-Chainey Shak-Chaudhry James-Chilli-Chillingworth Andrew-Christie Alex-Chung Gavin-R.-Downes Reid-Eastwood Scott-Edgecombe Brendan-Egan Jeff-Ellenberger Tatyana-Figueiredo Gary-'Si-Jo'-Foo Tazito-Garcia Brianna-Goldie William-Hainsworth Shawn-J.-Hamilton Shane-Harbinson Fatimah-Hassan Dexter-Howe Mellanie-Hubert David-Ingram Shane-Clinton-Jarvis Sergio-Kato Kevin-Kent Martin-Kessler Melissa-Lem John-MacDonald Stephanie-Manchulenko Matthew-Mease Christopher-Meneses Valiant-Michael Sabine-Mondestin Justin-Moses Drew-Moss Afsheen-Olyaie Dan-Petronijevic Alisha-Phillips Tamina-Pollack-Paris Michael-Prather Dennisha-Pratt Asad-Que Mark-Quigley Darryl-Quon Hugh-Scott Attila-Sebesy Rick-Silver Connor-Skific Amos-Stern Goran-Stjepanovic Vivienne-Taylor Jasmine-Renée-Thomas Alen-Toric Dallas-Wade Joe-Warshaw James-Weicht Taylor-Hanson-Whittaker Robert-L.-Wilson Ryan-Groves Tony-Watt David-Ayer
18,1715,cm296c5dc0000yd5vu51v9hdz,0,1,18,Drama orphanage-homer homer-orphan homer-learn physician-homer larch-dr Larch Larch Larch romantic romantic-comedy Tobey-Maguire Charlize-Theron Delroy-Lindo Paul-Rudd Michael-Caine Jane-Alexander Kathy-Baker Erykah-Badu Kieran-Culkin Kate-Nelligan Heavy-D J.K.-Simmons Erik-Per-Sullivan Paz-de-la-Huerta K.-Todd-Freeman Evan-Parke Jimmy-Flynn Lonnie-Farmer Spencer-Diamond Skye-McCole-Bartusiak Sean-Andrew John-Albano Claire-Daly Colin-Irving Annie-Corley Patrick-Donnelly Edie-Schechter Kasey-Berry Mary-Bogue Victoria-Stankiewicz Christine-Stevens Earle-C.-Batchelder Norma-Fine John-Irving Eric-Bruno-Borgman Kevin-Chapman John-H.-Tobin Lasse-Hallström
19,10529,cm296c5dc0000yd5vu51v9hdz,0,1,19,Science-Fiction Action vikings-fight weaponry-vikings reign-vikings alien-predator fight-monster Vikings Earth horror action-packed sci-fi Jim-Caviezel Sophia-Myles Jack-Huston Ron-Perlman John-Hurt Cliff-Saunders Patrick-Stevenson Aidan-Devine Bailey-Maughan Petra-Prazak Katie-Bergin Martha-Irving John-Nelles James-Preston-Rogers Scott-Owen Owen-Pattison Matt-Cooke Ricardo-Hoyos Mauralea-Austin Simon-Northwood Todd-Schroeder Amy-Kerr Todd-Godin Howard-McCain
20,10495,cm296c5dc0000yd5vu51v9hdz,1,1,20,Action Family Drama Adventure kai-teacher revenge-daniel school-cobra businessman-martial john-kreese Cobra-Kai John-Kreese Daniel Miyagi dark Ralph-Macchio Pat-Morita Robyn-Lively Thomas-Ian-Griffith Martin-Kove Sean-Kanan Jonathan-Avildsen William-Christopher-Ford Randee-Heller Pat-E.-Johnson Rick-Hurst Frances-Bay Joseph-V.-Perry Jan-Tříska Diana-Webster Patrick-R.-Posada C.-Darnell-Rose Glenn-Medeiros Gabriel-Jarret Doc-Duhame Randell-Dennis-Widner Raymond-S.-Sua Garth-Johnson E.-David-Tetro Helen-Lin Meilani-Paul John-Timothy-Botka Earnest-Hart-Jr. Fred-Moon John-G.-Avildsen
21,11284,cm296c5dc0000yd5vu51v9hdz,1,1,21,Horror Thriller nightmare-elm recurring-nightmares sleep-freddy freddy-krueger nightmare Freddy-Krueger sixth Nightmare Elm-Street Maggie-Burroughs Elm-Street adventurous horror epic Robert-Englund Lisa-Zane Shon-Greenblatt Lezlie-Deane Yaphet-Kotto Breckin-Meyer Ricky-Dean-Logan Cassandra-Rachel-Friel Lindsey-Fields Tobe-Sexton Johnny-Depp Tom-Arnold Roseanne-Barr Alice-Cooper Elinor-Donahue David-Dunard Marilyn-Rockafellow Virginia-Peters Stella-Hall Angelina-Estrada Peter-Spellos Chason-Schirmer Michael-McNab Matthew-Faison Vic-Watterson Carlease-Burke Robert-Shaye Warren-Barrington Mel-Scott-Thomas Jonathan-Mazer Frank-Catalano Joshua-Weisel Rachel-Talalay
22,184315,cm296c5dc0000yd5vu51v9hdz,0,1,22,Action Adventure innocent-hercules hercules hercules-lead warriors-battle enemy-threatens Hercules action-packed Dwayne-Johnson Ian-McShane John-Hurt Rufus-Sewell Aksel-Hennie Ingrid-Bolsø-Berdal Reece-Ritchie Joseph-Fiennes Tobias-Santelmann Peter-Mullan Rebecca-Ferguson Irina-Shayk Erika-Marozsán Isaac-Andrews Joe-Anderson Stephen-Peacocke Nicholas-Moss Ian-Whyte Barbara-Palvin Caroline-Boulton Christopher-Fairbank John-Cross Máté-Haumann Matt-Devere Robert-Whitelock Karolina-Szymczak Mark-Phelan Tonia-Sotiropoulou Robert-Maillet Oliver-Doherty Tom-Doherty Kovács-Panka Peter-Ivanyi Nóra-Lili-Hörich Athina-Papadimitriu Anna-Trokán Judit-Viktor Csilla-Baksa Elena-V.-Holovcsak Petra-Piringer Erika-Lajos Dora-Kanizsa Sydney-van-den-Bosch Lilla-Bozoki Dalma-Lörincz Patricia-Hegedus Tímea-Vajna Benjamin-Blankenship Erik-Orgovan Shay-Sabag Anna-Zsíros Jean-Pigozzi Anna-Skidanova Kristina-Starostina Dorottya-Podmaniczky Lilla-Babos Aden-G.-Wright Tamas-Csernus Brett-Ratner
23,75,cm296c5dc0000yd5vu51v9hdz,1,1,23,Comedy Fantasy Science-Fiction martians-mission kessler-martians nuclear-retaliation peaceful-exchange waits-extraterrestrial Martian U.S. James-Dale Donald-Kessler Martians the-U.S.-Congress sci-fi Jack-Nicholson Glenn-Close Annette-Bening Pierce-Brosnan Danny-DeVito Martin-Short Sarah-Jessica-Parker Michael-J.-Fox Rod-Steiger Tom-Jones Lukas-Haas Natalie-Portman Jim-Brown Lisa-Marie Sylvia-Sidney Paul-Winfield Pam-Grier Jack-Black Janice-Rivera Ray-J Brandon-Hammond Joe-Don-Baker O-Lan-Jones Christina-Applegate Brian-Haley Jerzy-Skolimowski Timi-Prulhiere Barbet-Schroeder Chi-Hoang-Cai Tommy-Bush Joseph-Maher Gloria-M.-Malgarini Betty-Bunch Gloria-Hoffmann Willie-Garson John-Roselius Michael-Reilly-Burke Valerie-Wildman Richard-Irving Jonathan-Emerson Tamara-'Gingir'-Curry Rebecca-Broussard Vinny-Argiro Steve-Valentine Coco-Leigh Jeffrey-King Enrique-Castillo Don-LaMoth C.-Wayne-Owens Joseph-Moynihan Roger-Peterson John-Finnegan Ed-Lambert John-Gray Gregg-Daniel J.-Kenneth-Campbell Jeanne-Mori Rance-Howard Richard-Assad Velletta-Carlson Kevin-Mangan Rebeca-Silva Josh-Philip-Weinstein Julian-Barnes Ken-Thomas Darelle-Porter-Holden Christi-Black Sharon-Hendrix Frank-Welker Heidi-Miller Tim-Burton
24,17474,cm296c5dc0000yd5vu51v9hdz,1,1,24,Drama Family Romance maureen-trant sibling-dani maureen meets-maureen dani-court Maureen-Trant Dani Court-Foster Dani-and-Court first Maureen Dani romantic dramatic romantic-comedy Sam-Waterston Tess-Harper Gail-Strickland Reese-Witherspoon Jason-London Emily-Warfield Bentley-Mitchum Ernie-Lively Dennis-Letts Earleen-Bergeron Anna-Chappell Brandi-Smith Sandi-Smith Derek-Ball Spencer-Ball Robert-Mulligan
25,49013,cm296c5dc0000yd5vu51v9hdz,1,1,25,Animation Family Adventure Comedy lightning-mcqueen mcqueen mcqueen-pal race-car star-race Lightning-McQueen Mater Mater adventurous lighthearted mysterious epic Larry-the-Cable-Guy Owen-Wilson Michael-Caine Emily-Mortimer Eddie-Izzard John-Turturro Brent-Musburger Joe-Mantegna Thomas-Kretschmann Peter-Jacobson Bonnie-Hunt Darrell-Waltrip Franco-Nero David-Hobbs Patrick-Walker Tony-Shalhoub Jeff-Garlin Michel-Michelis Jason-Isaacs Lloyd-Sherr Bruce-Campbell Teresa-Gallagher Jenifer-Lewis Stanley-Townsend Velibor-Topic Sig-Hansen Guido-Quaroni Vanessa-Redgrave John-Mainieri Brad-Lewis Cheech-Marin Jeff-Gordon Lewis-Hamilton Paul-Dooley Edie-McClurg Richard-Kind Katherine-Helmond John-Ratzenberger Michael-Wallis Catherine-Bolt Gillian-Bolt Jess-Fulton Sonoko-Konishi John-Lasseter Daisuke-Tsutsumi John-Lasseter
26,20789,cm296c5dc0000yd5vu51v9hdz,0,1,26,Adventure Action courage-tested town-courage aboard-airplane mob boys-small Two Jesse-James Reiley-McClendon Stephen-Baldwin Tom-Sizemore Jesse-Plemons David-H.-Stevens Rocco-DeVilliers
